po_id,vendor_id,item_id,quantity,unit_price,order_date,expected_delivery,actual_delivery,status
773,36,62,319,366.31,2023-02-22,2023-04-04,2023-04-07,delivered
774,25,75,464,333.45,2022-10-17,2022-12-07,2022-12-13,delayed
775,13,90,317,139.28,2022-03-31,2022-04-23,2022-04-27,delivered
776,5,50,339,139.3,2024-08-10,2024-09-27,,cancelled
777,15,49,261,488.42,2024-01-08,2024-01-21,2024-01-28,delivered
778,12,26,257,483.56,2022-07-23,2022-08-19,2022-08-16,delivered
779,22,63,202,373.47,2022-02-14,2022-02-23,2022-02-27,delivered
780,41,39,121,498.02,2022-02-07,2022-03-08,2022-04-04,delayed
781,17,50,456,499.98,2024-10-23,2024-11-16,2024-12-31,delayed
782,15,20,175,449.1,2022-03-02,2022-04-13,,cancelled
783,44,79,447,314.63,2022-10-09,2022-10-21,2022-11-28,delayed
784,28,40,466,304.66,2023-04-11,2023-05-14,2023-05-13,delivered
785,38,70,351,401.05,2024-07-08,2024-08-18,2024-08-17,delivered
786,9,56,466,488.01,2022-10-10,2022-11-05,2022-12-13,delayed
787,11,41,35,280.88,2022-10-25,2022-12-12,,cancelled
788,47,4,392,162.75,2022-08-31,2022-09-18,2022-09-17,delivered
789,10,100,97,57.85,2024-04-27,2024-05-30,2024-06-02,delivered
790,40,35,311,285.69,2023-01-14,2023-01-22,2023-03-07,delayed
791,23,11,353,391.01,2023-04-18,2023-06-02,2023-05-28,delivered
792,46,84,192,96.07,2022-10-02,2022-11-10,2022-12-15,delayed
793,13,29,17,207.25,2024-03-04,2024-04-11,2024-04-11,delivered
794,15,96,344,494.18,2022-01-31,2022-02-24,,cancelled
795,40,63,353,165.82,2023-02-23,2023-03-06,,delivered
796,39,95,423,193.29,2024-07-26,2024-08-17,2024-08-13,delivered
797,34,14,232,231.17,2023-10-03,2023-11-04,2023-10-31,delivered
798,48,6,286,196.76,2022-03-28,2022-04-19,2022-04-26,delivered
799,20,100,424,146.53,2022-04-11,2022-04-30,2022-05-07,delivered
800,45,67,463,75.41,2022-12-07,2023-01-10,2023-01-06,delivered
